page_num|art_num|type|year|author|title|abstract
28|6067686|Conference Paper|2011|Mingfang Du|A new solution for city parking guiding based on Internet of Things and multi-level multi-agent|The complexity of city parking guiding system is analyzed, and the parallel system theory is commended to establish the practical parking guiding system. The system modules of a real parking guiding system based on internet of things technology is designed. The multi-level multi-agent system structure thinking in project field is put forward to improve the hierarchy of agents and the ability of the communication. The multi-level multi-agent model of a large city parking guiding system is established and described by set language.
28|4019044|Conference Paper|2006|Lizhen Liu|Intelligent Group Decision Support System for Cooperative Works Based on Multi-Agent System|New approach of researching intelligent decision support system (IDSS) emerges following the rapid progress of agent system and network technology. By analyzing the characteristics of an IDSS system and the system structure of the multi-agent system, an improved multi-agent system model has been presented in this paper. Combining with the characteristic of multi-agent system, individual agents are organized by groups, a group based cooperative works model and coloration strategy also discussed; and correlation evidences combination mechanism has been adopted as well to ensure the model running reliably and effectively
28|7582409|Journal Article|2018|Yasaman Khazaeni|Event-Driven Cooperative Receding Horizon Control for Multi-Agent Systems in Uncertain Environments|We propose an event-driven Cooperative Receding Horizon (CRH) controller to solve maximum reward collection problems (MRCP) where multiple agents cooperate to maximize the total reward collected from a set of targets in a given mission space. In previous work, a CRH controller was developed and in this paper, we overcome several limitations of this controller, including potential instabilities in the agent trajectories and poor performance due to inaccurate estimation of a reward-to-go function. Rewards are non-increasing functions of time and the environment is uncertain with new targets detected by agents at random time instants. The controller sequentially solves optimization problems over a planning horizon and executes the control for a shorter action horizon, where both are defined by certain events associated with new information becoming available. In contrast to the earlier CRH controller, we reduce the originally infinite-dimensional feasible control set to a finite set at each control update event. We prove some properties of this new controller and include simulation results showing its improved performance.
28|6577655|Conference Paper|2013|Kemal Deniz Teket|Engineering a multi-agent system for peer-to-peer video streaming|Research on the use of software agents in P2P video streaming systems has recently emerged in order to meet the requirements such as time constraints, minimizing delay and efficient utilization of network resources. However parent selection and network awareness are not addressed properly in these leading studies. In order to fill this gap, we introduce the design and implementation of a Multi-agent System (MAS) for P2P video streaming in this paper. The construction of the MAS by applying a well-defined agent-oriented software engineering methodology is discussed. The internal structure of each agent in the proposed MAS is based on the well-known Belief-Desire-Intention (BDI) architecture. Experimental results show that the proposed MAS succeeds the related parent selection and promotes the system execution. BDI-based MAS design given in this paper can guide those researchers who aim to implement autonomous mesh-based P2P video streaming systems.
28|6393311|Conference Paper|2012|Ming-Hui Wang|Consensus problem of second-order multi-agent systems with communication channel constraint on signal amplitude (ICCAS 2012)|This paper investigates the consensus problem of the second-order multi-agent systems with communication channel constraint on signal amplitude. Communication delays as one kind of channel constraints in the second-order multi-agent systems have been discussed in the recent literature while in this paper consensus problem of second-order multi-agent systems with communication channel constraint on signal amplitude is investigated. A state-dependent switching parameter is introduced into the consensus protocol. A sufficient condition is obtained for the consensus problem of the second-order multi-agent systems with communication channel constraint based on our early work. A simple example is also given to verify the effectiveness of the proposed theorem.
28|6258542|Conference Paper|2012|James McNaull|Multi-agent System Feedback and Support for Ambient Assisted Living|Technology has been adopted to mitigate adverse effects associated with aging. Ambient Assisted Living solutions provide user assistance and support which is potentially both efficient and effective. This paper describes initial evaluation results for a Multi-Agent system prototype that provides assistance and support during the day and night through an interface that is adapted according to a person';s requirements profile, time of day and current activity or event. Appropriate feedback based on user context is important. This includes historical feedback which may indicate trends, which may not be apparent, particularly where the user may be forgetful.
28|5272209|Conference Paper|2009|Wang Shixian|Research on multi-agent system based trust model of partner selection of virtual enterprise|Virtual enterprise is the outcome of fierce competition in the world market. The selection of partners is one of the key factors for the success of virtual enterprises. Multi-agent system is an incompact agent federation composed of many agents, with its characteristics identical to virtual enterprises. It is, therefore, reasonable and effective to apply to the selection of enterprises'; partner. The issue of trust is a hot topic in multi-agent system. The present trust model cannot well solve the problem of identifying the initial trust value of applicant agents. Moreover, there is room for improvement as to the calculation of agent trust value. This study puts forward a new trust management model based on multi-agent system. In the model, a fuzzy algorithm is used to calculate the initial value of the agent instead of a static definition. In addition, an independent validation module is used to test information reliability. Therefore, the problems of identifying initial trust value can be solved. Through system simulation, it is noted that based on the trust management model the cooperation rate has been enhanced and individual agent';s income has risen by a big margin.
28|9000215|Conference Paper|2019|Anas Alseyat|Multi-Agent System using JADE for Distributed DC Microgrid System Control|This paper discusses the design and implementation of a distributed multi-agent system (MAS) for a DC microgrid system using the Java Agent Development Framework (JADE), a Java software for MAS design. So far, most MAS implementations in power systems have been limited to simulations in one machine without taking advantage of the various features of MAS tools that JADE provides. In this paper, multiple computers are used to create a more realistic MAS with Ethernet-based communication links. A DC microgrid system is designed in Simulink and a JADE-Simulink interface is implemented using TCP/IP through an Interpreted Matlab Function block. The designed MAS is physically distributed so that agents representing elements of the microgrid exchange actual data, allowing for a new level of MAS system realization. Simulation results for the multi-agent based DC microgrid under some operating conditions are presented and discussed.
29|5530218|Conference Paper|2010|Guojun Ji|Uni-objective negotiating mechanism of supply chain management based on multi-agent|With the application of multi-agent technology, that will enhance the management efficiency and reduce operation cost of manufacturing enterprise supply chain. In the multi-agent supply chain of manufacturing enterprise, there is the problem that purchasing agent need negotiate with supplier agent about price. Based on analyzing the multi-agent collaborative framework, this paper presents a price-negotiating model, and discusses the negotiating tactics and steps between purchasing agent and supplies agent. And then an example is discussed for validating the negotiating model. This model is useful to optimize the supply chain management of manufacturing enterprise. Manufacturing enterprise and strategic partnerships may share profit and achieve joint gains based on this model.
29|9188390|Conference Paper|2020|Xiayang Li|Fault-tolerant cooperative tracking control for second-order nonlinear multi-agent systems with actuator faults|In this paper, fault-tolerant cooperative tracking control for a class of second-order nonlinear multi-agent systems with loss of actuator effectiveness faults is addressed. The communication topology among the leader-follower multi-agent systems is any directed graph, which contains at least a directed spanning tree with the leader as the root agent. For each follower, a fully distributed fault-tolerant cooperative tracking protocol, which depends on the relative position and relative velocity between itself and its neighbours, is proposed to guarantee that its position and velocity can track with the leader';s the position and velocity, respectively. At last, a simulation example is presented to demonstrate the validity of the designed fault-tolerant cooperative protocol.
29|4620531|Conference Paper|2008|Yu-Lan Ma|A time-related bidding tactics model for multi-agents system|Autonomous agent often work and cooperate together to achieve their common and individual goals under competing and complex environment in multi-agent system. Auction bidding is an efficient method to allocate resource and time is frequently a key factor. A time-related auction bidding model was created in this paper. In a creative way, time parameter was introduced into the process of auction bidding in multi-agent system. Buyer agents were able to choose several time-related bidding tactics. A simulating computing example was given. Some important results were found. The winning buyer agent received different utilities according with time changing.
29|4724616|Conference Paper|2008|Long Guo|Information Management System of Automobile Chassis Dynamometer Based on Multi Agent Web Serve|In the process of endurance road testing and simulated road test, dispatchers'; scheduling was experiential and blindfold in some degree and static scheduling restricted the continuity of the construction. Serious problems such as labour holdup, material awaiting and scheduling delay could occur when the old scheduling technique was used. This paper presents management structure based on Multi-agent system(MAS) that has the abilities of intelligent modelling and dynamic scheduling. MAS model deals with single agent';s communication and corresponding in distributed automobile chassis dynamometer firstly, next we apply intelligent algorithm, such as information alternation and principal component analysis (PCA), to solve dynamic scheduling in the plant. Intelligent algorithm can optimize the match of agents and make the system dynamic balance. At last, Information management system of automobile chassis dynamometer based on multi agent Web serve and was realized. resource become economy, the efficiency are raised. It is advantage to overcome the influence from subjective error.
29|1626359|Journal Article|2006|E.M. Davidson|Applying multi-agent system technology in practice: automated management and analysis of SCADA and digital fault recorder data|This paper reports on the use of multi-agent system technology to automate the management and analysis of SCADA and digital fault recorder (DFR) data. The multi-agent system, entitled Protection Engineering Diagnostic Agents (PEDA), integrates legacy intelligent systems that analyze SCADA and DFR data to provide data management and online diagnostic information to protection engineers. Since November 2004, PEDA agents have been intelligently interpreting and managing data online at a transmission system operator in the U.K. As the results presented in this paper demonstrate, PEDA supports protection engineers by providing access to interpreted power systems data via the corporate intranet within minutes of the data being received. In this paper, the authors discuss their experience of developing a multi-agent system that is robust enough for continual online use within the power industry. The use of existing agent development toolsets and standards is also discussed.
29|1427158|Conference Paper|2005|S. Vadde|Smart sensors in a flow-line manufacturing system: an agent-based simulation|Machine monitoring is key to enhancing the performance of a manufacturing system. Though both traditional and smart sensors can monitor machine health, smart sensors which have onboard processor offer certain advantages. In case of smart sensors the burden of sensor data processing is distributed where as it is centralized in traditional sensors case. This research investigates if the performance of a manufacturing system can be improved by monitoring machines through smart sensors. This study is conducted on a simulation model of a flow-line manufacturing system integrated with smart sensors. The model represents machines as agents. Taking sensor-based information into consideration, machine agents negotiate with one another to arrive at a machine maintenance schedule just-in-time to avert machine failures. Simulation results indicate that smart sensors can significantly increase both the uptime efficiency and the production rate of the flow-line manufacturing system.
29|4596296|Conference Paper|2008|Nanpeng Yu|Multi-agent systems and electricity markets: State-of-the-art and the future|This is a summary of the presentation in the panel session, “Agent-Based Test Beds for Restructured Electricity Markets” for the 2008 IEEE PES General Meeting. The multi-agent system concepts have been applied to power engineering in the areas of protection, defense system, diagnosis, control, distribution, etc. For electricity markets, multi-agent models have been used for analysis of gaming, learning, and decision support. In this presentation, the panelist will provide a review of the state of the art. For the future, it is believed that a platform for the evaluation of multi-agent systems is critically needed in order to gain further insights into the performance of suppliers, load serving entities, market operators and market rules. Simulation examples of the agent learning behavior using the Java Agent DEvelopment Framework (JADE) platform will be provided.
29|5364680|Conference Paper|2009|Nariman Mani|Runtime Monitoring of Multi-agent Manufacturing Systems for Deadlock Detection Based on Models|There is an increasing demand for the multi-agent systems (MAS) in the automation of manufacturing systems. However, similar to other distributed systems, autonomous agents'; interaction in the automated manufacturing systems (AMS) can potentially lead to runtime behavioral failures including deadlock. Deadlocks can cause major financial consequences by negatively affecting the production cost and time. Therefore, a multi-agent manufacturing system should be monitored against the unwanted emergent behaviors such as deadlocks. In this paper, we propose a monitoring technique for deadlock detection in multi-agent manufacturing system based on the MAS design models. In this technique, the MAS is instrumented with a dedicated communication protocol to use the potential deadlock information derived from the design models to propagate deadlock detection query messages. The technique is able to reduce the message communication overhead among the agents by limiting the number of agents that the deadlock detection query messages should be initiated to.
29|8996399|Conference Paper|2019|Yuxin Xie|Group Formation Control For Nonlinear Second-Order Multi-Agent Systems Using Neural Networks|Group formation control problems for nonlinear second-order multi-agent systems are considered using neural networks. Multiple agents are divided into subgroups to form specified sub-formation and construct interactions among subgroups based on graph theory. First of all, an adaptive protocol is designed for nonlinear second-order multi-agent systems based on neural networks. Then sufficient conditions for the multi-agent systems to achieve group formation are given. Finally, a numerical example is provided to verify the proposed conditions.
29|4339042|Conference Paper|2007|Long Guo|Research of Dynamic Simulation Software in Road Machinery Based on Intelligent and Hybrid Multi-Agent System|In the process of road surface construction, dispatchers'; scheduling was experiential and blindfold in some degree and static scheduling restricted the continuity of the construction. Serious problems such as labor holdup, material awaiting and scheduling delay could occur when the old scheduling technique was used. This paper presents intelligent algorithm based on multi-agent system(MAS) that has the abilities of intelligentized modeling and dynamic scheduling. MAS model deals with single agent';s communication and corresponding in engineering machinery of clusters firstly, next we apply intelligent algorithm to solve dynamic scheduling in the plant. Intelligent algorithm can optimize the match of agents and make the system dynamic balance. The effectiveness of the proposed method is demonstrated with MATLAB simulations. At last, simulation software in road machinery based on intelligent and hybrid MAS was realized.
29|6895946|Conference Paper|2014|Wuquan Li|Distributed tracking of nonlinear multi-agent systems with unstable dynamics|This paper addresses the problem of distributed output tracking for a class of nonlinear multi-agent systems whose linearized systems may have unstable modes. For the case where the graph topology is directed and the leader is the neighbor of only a small portion of followers, distributed tracking control laws are designed. By using the algebra graph theory, it is shown that all the states of the closed-loop system are bounded, and the tracking errors can be tuned to arbitrarily small. Finally, the design procedure is applied to underactuated unstable mechanical multi-agent systems, from which the efficiency of the tracking controllers is demonstrated.
29|8865036|Journal Article|2019|Wenzeng Du|A Heterogeneous Multi-Agent System Model With Navigational Feedback for Load Demand Management of a Zonal Medium Voltage DC Shipboard Power System|Increased demand of electric ship power with emerging requirements for serving highly dynamic loads at limited power sources, has motivated the development of medium voltage DC shipboard power systems. As different types of power converters can be involved in the same system, advanced load management scheme is required to ensure stable and optimal operation under various conditions. In this paper, a heterogeneous multi-agent system model is established for the load demand management of a zonal medium voltage DC shipboard power system, where different types of DC-DC converters with diverse conversion ratios are considered as heterogeneous agents. Then, a flocking based cooperative control protocol is designed to achieve the group objective, where navigational feedback is introduced to ensure that each agent runs within a limited range. Finally, numerical simulations are conducted to verify the performance of the proposed model. Compared with the existing work, our contribution lies in: 1) The heterogeneous multi-agent system model we formulated for a combination of DC-DC converters with different types and diverse voltage levels is more consistent with the actual power system and each converter can be controlled individually according to load ratings and priorities; 2) The modified navigational feedback with the function of confining the lower and upper bound of agents can significantly improve the control effect of the cooperative control protocol.
29|8028632|Conference Paper|2017|Xuxi Zhang|Consensus of linear multi-agent systems with disturbance generated from heterogeneous nonlinear exosystems|This paper addresses consensus tracking problem for multi-agent linear systems subject to exogenous disturbances generated from heterogeneous exosystems. Firstly, by using the dynamic gain technique, a nonlinear disturbance observer is presented to estimate the disturbances generated from heterogeneous nonlinear exosystems. Secondly, with the help of this nonlinear disturbance observer, a distributed control law is designed, and sufficient condition is also presented for achieving consensus tracking. Finally, a simulation example is provided to demonstrate the effectiveness of the proposed consensus protocols.
29|6201870|Conference Paper|2012|Sun Yongyong|Cooperation approach of multi-agent intelligent decision support system based on blackboard|Multi-Agent Intelligent Decision Support System based on blackboard is designed that uses of blackboard system and Agent In the system, because the knowledge and problem-solving capability of an individual Agent are limited, finding cooperative Agents becomes a key issue to problem-solving so that interacts with other Agents to complete a task This paper proposes an approach of finding cooperative Agent based on the degree of commitment The system can help to cooperate in Multi-Agent about complicated works.
29|8782631|Journal Article|2019|Qiang Jia|Synchronization of Multi-Agent Systems With Time-Varying Control and Delayed Communications|This paper investigates the synchronization problem of nonlinear multi-agent systems with time-varying control in the presence of transmission delay over a communication network. To facilitate the study, a novel delayed differential inequality with time-varying coefficients is first established. Then, the synchronization problem is recast into the stability problem of a delayed differential system with certain time-dependent parameter. A sufficient criterion is further formulated to guarantee the synchronization. The mathematical proof reveals that the time average of the control strength is crucial for reaching synchronization. Together with the agent dynamics and the topology, this average also governs the largest admissible delay. Moreover, the criterion is applied to synchronization problems with general on-off coupling under data sampling and delayed communications, respectively. Some useful corollaries are consequently deduced. Finally, numerical simulations are presented to illustrate the validity of our theoretical results.
29|6957571|Journal Article|2015|Shun Chen|Fault-Tolerant Consensus of Multi-Agent System With Distributed Adaptive Protocol|In this paper, fault-tolerant consensus in multi-agent system using distributed adaptive protocol is investigated. Firstly, distributed adaptive online updating strategies for some parameters are proposed based on local information of the network structure. Then, under the online updating parameters, a distributed adaptive protocol is developed to compensate the fault effects and the uncertainty effects in the leaderless multi-agent system. Based on the local state information of neighboring agents, a distributed updating protocol gain is developed which leads to a fully distributed continuous adaptive fault-tolerant consensus protocol design for the leaderless multi-agent system. Furthermore, a distributed fault-tolerant leader-follower consensus protocol for multi-agent system is constructed by the proposed adaptive method. Finally, a simulation example is given to illustrate the effectiveness of the theoretical analysis.
29|5365467|Conference Paper|2009|Jian-Jun Ni|A Multi-agent Model of Lake Water Environment System Evolution and Its Simulation|Aimed at the shortcoming of the traditional theory and method in the analysis of lake water environment evolution mechanism, a method based on multi-agent was introduced. The lake water environment system is regarded as complex system, which is composed of many relatively self-governed agents. These agents behaviors were modeled and simulated to analyze the macroevolution process of lake water environment system. The feasibility of multi-agent method was discussed in emphases, and a lake water environment multi-agent model was proposed. Finally, a simulation experiment to analyze the evolutionary game behavior of the agents in our model was implemented, to prove the effectiveness of this model. The results of simulation verified the rationality of this method.
29|4605501|Conference Paper|2008|Xue Ancheng|Performance evaluation for damping controllers of power systems based on multi-layermulti-agent systems|This paper proposes a methodology based on multi-layer multi-agent models, which is different from the existing multi-agent ones used in power system. In order to the performance evaluation of damping controllers of a power system, the considered system is modeled as a two-layer multi-agent system. The first layer is the device layer, which includes the generator and its associated controllers, and the second layer is the information layer, which is composed of the information agents, exchanging the information based on the wide area measurement system (WAMS) and sending the control signals to the power system stabilizers (PSSs). In the light of the proposed model, an index is presented to evaluate the performance of damping controllers to the system’s inter-area oscillation with certain structures of the information interconnection layer. The index is corresponding to an optimal problem which minimize the distance of the special eigenvalue with respect to the image axis with fixed information layer structure. Furthermore, the impact of information interconnection structure on the damping performance is addressed. Finally, the simulation results in the 2-area 4-generator power system show the effectiveness of the proposed method.
29|4670922|Conference Paper|2008|Su Jindian|A coloured Petri net model for composite behaviors in multi-agent system|Traditional informal description methods have obvious shortcomings in describing complex composite behaviors in MAS, not only due to their hierarchical and concurrent properties, but also for their complicated dependencies. In this paper, we propose a formal description model, MAB_CPNs, for composite behaviors among agents based on coloured Petri nets. MAB_CPNs takes data dependent relationship and control dependent relationship into consideration and provide a more comprehensive perspective on composite behaviors. We also present the basic process structure and the formal description of behavior substitution to support the hierarchical structure description of behaviors. Finally, we give a case study.
29|6721948|Conference Paper|2013|Dariusz Król|Practical Performance Aspects of Using Real-Time Multi-agent Platform in Complex Systems|Despite many research developments in agent platforms during the last two decades, little effort has been dedicated to real-time multi-agent architectures. This paper focuses on the possibility of implementing hybrid agent platforms in full compliance with Real Time Specification for Java and with JADE, a popular middleware based on the agent paradigm. Our approach offers several advantages: it is less sensitive to time fluctuations in thread synchronization, it is FIPA compliant, requires relatively little changes in existing architectures and it may be integrated without much trouble in large Java-based distributed applications. Two reference scenarios - the ';dummy'; threads and real-time agent execution - are taken into account. For this purpose, an autonomous vehicle system was developed. The average time delay between agents (threads) behaviour execution is determined as a performance index. This work investigates the effect of different platforms and capacity.
29|5448071|Conference Paper|2010|V. Ebrahimipour|Enhanced FMEA by multi-agent engineering FIPA based system to analyze failures|Agent structure has been proposed and used in a multiagent system with the logic and aim of safety engineering by the means of faulty diagnosis diagram to enhance the risk assessment method disadvantages such as shortcoming of FMEA in complex systems or with a process with numerous components. However there are several new concepts to improve the multi agent system engineering based on one or more risk assessment method, the presented research is only in a dawn and for instance as a proposition, employing ZEUS to design the multi agent system is one option for more efficient, and agile way of designing and creating multi agent system to shift the focus on safety aspect instead of information technology.
29|6922489|Journal Article|2015|Xingping Wang|Synchronization Reachable Topology and Synchronization of Discrete-Time Linear Multi-Agent Systems|In this note, we consider the synchronization problem for discrete-time linear multi-agent systems with time-varying network topology. To describe a new joint connectivity condition for synchronization, the concept of synchronization reachable topology is introduced. Under the conditions that agent dynamics is neutrally stable and network topology is synchronization reachable, a synchronization and an exponential synchronization result are obtained using paracontraction theory. The two results generalize in a natural way the classical results for the consensus of first-order discrete-time multi-agent systems. Finally, the effectiveness of the results is illustrated by a simulation example.
29|7810006|Conference Paper|2016|Sifat Momen|Group decision by house-hunting agents in multi-robot systems|House hunting is an extremely interesting problem in swarm robotic systems which include swarms of autonomous robots (agents) that are able to communicate with each other either directly or indirectly (via the environment) in a limited range. This paper describes a model, based on the behavior of honeybees, for finding a new home when the old one gets destroyed. The particular problem is an example of a complex system and has many applications in robotics and is therefore an interesting problem to both biologists and engineers. In this paper, a number of experiments were carried out to understand how microscopic rules in swarms of agents lead to a macroscopic behavior in the swarm. Experimental results show how different factors including the quorum size and the distance to the best hive affect the decision making process for finding a suitable home when a number of homes of different qualities are available in the environment. Experimental results are found to be consistent with the biological counterparts.
29|6728738|Journal Article|2014|Haibo Du|Finite-Time Synchronization of a Class of Second-Order Nonlinear Multi-Agent Systems Using Output Feedback Control|This paper considers the problem of finite-time synchronization for a class of second-order nonlinear multi-agent systems with a leader-follower architecture. By using the finite-time control technique and homogenous systems theory, a finite-time state feedback controller is first proposed. Then to address the lack of velocity measurement, a finite-time convergent observer is constructed to estimate the unknown velocity information in a finite time. Finally, an observer-based finite-time output feedback controller is developed. Rigorous proof shows that the systems output can reach synchronization in a finite time and the final consensus states are the leader';s states. In addition, for some special second-order multi-agent systems, a bounded finite-time output feedback controller can also be designed.
29|5479221|Conference Paper|2010|Yin Bing|The applications of Multi-Agent technology in distance education system|Distance education that transmits information on the global Internet has become the trend of educational development in the coming years; however, it still has some drawbacks and shortcomings. This article focuses on how to apply Multi-Agent technology in distance learning systems. The systems are supposed to teach students individualized according to their personality characteristics and cognitive abilities by establishing Student Agent and Teacher Agent, thus, to improve the intelligence and personalization of distance education system, in order to fully tap the potential of learners and improve teaching effectiveness and learning efficiency.
30|7546899|Journal Article|2017|Wenbing Zhang|Sampled-Data Consensus of Linear Multi-agent Systems With Packet Losses|In this paper, the consensus problem is studied for a class of multi-agent systems with sampled data and packet losses, where random and deterministic packet losses are considered, respectively. For random packet losses, a Bernoulli-distributed white sequence is used to describe packet dropouts among agents in a stochastic way. For deterministic packet losses, a switched system with stable and unstable subsystems is employed to model packet dropouts in a deterministic way. The purpose of this paper is to derive consensus criteria, such that linear multi-agent systems with sampled-data and packet losses can reach consensus. By means of the Lyapunov function approach and the decomposition method, the design problem of a distributed controller is solved in terms of convex optimization. The interplay among the allowable bound of the sampling interval, the probability of random packet losses, and the rate of deterministic packet losses are explicitly derived to characterize consensus conditions. The obtained criteria are closely related to the maximum eigenvalue of the Laplacian matrix versus the second minimum eigenvalue of the Laplacian matrix, which reveals the intrinsic effect of communication topologies on consensus performance. Finally, simulations are given to show the effectiveness of the proposed results.
30|6876221|Journal Article|2015|Xianyong Feng|A Multi-Agent System Framework for Real-Time Electric Load Management in MVAC All-Electric Ship Power Systems|All-electric ship power systems include less generation capacity and smaller rotating inertia compared with large power systems. The systems include large portions of nonlinear loads and dynamic loads, which may reduce the stability margin. Moreover, various operational constraints, such as system frequency constraint, motor voltage constraint and dynamic cable constraint, need to be satisfied in operational real time. Further, pulse loads draw very high short-time power in an intermittent way, which may significantly deteriorate the power quality of the system. In this paper, a novel multi-agent system cooperative controller for a medium voltage AC (MVAC) system of all-electric ship power systems is developed to balance load and generation in real time while satisfying system';s operational constraints and considering load priorities. The new method coordinates the pulse load and the propulsion load to reduce the impact of pulse load changes on the power quality of all-electric ship power systems. The dynamic behavior of the new method is evaluated using case studies in PSCAD software.
30|1599265|Conference Paper|2005|J.M. Solanki|Using intelligent multi-agent systems for shipboard power systems reconfiguration|Many approaches have been taken on the reconfiguration of power systems, but most of these approaches use a centralized method. While these methods can be acceptable for terrestrial power system applications, doing reconfiguration on shipboard power systems has a different set of issues involved. For naval ships, that may experience damage during battle, a centralized reconfiguration method provides a limitation. Based on these constraints researchers are investigating decentralized control strategies that allow for reconfiguration using localized information. One newer technology that is showing promise in this area is intelligent multi-agent (IMA) systems. This paper discusses efforts underway at Mississippi State University to use IMA systems for reconfiguration of the power system. Agents are being implemented in multiple formats including Matlab and JADE to investigate the issues related to data sharing, communications and reconfiguration strategies
30|6784496|Journal Article|2014|Alireza Ashrafi|Dynamic Wide Area Voltage Control Strategy Based on Organized Multi-Agent System|Employment of multi-agent system (MAS) principle in power systems can provide a discipline for interrelations between the host computers in different substations in order to enhance the effectiveness and efficiency of remedial actions and consequently power system operation against disturbance occurrence. In this paper, two types of these disciplines, each of which constructs an organization for agents, are explained and their performances in voltage control of a power system (in the context of steady state regime) are examined and compared on Nordic32 as test power system. These MASs may be implemented as the main structure of a wide area monitoring, protection and control (WAMPAC) system.
30|6524205|Conference Paper|2013|Preeti Sethi|A multi-agent hybrid protocol for data fusion and data aggregation in non-deterministic wireless sensor networks|Data fusion deals with collaborative in-network processing and gathers relatively accurate information about the events in the environment. Conventional data fusion algorithms when assisted with mobile agent technology shifts computationally intensive tasks to these intelligent units thereby increasing the lifetime of the network. There exist mobile agent based event driven protocols for accumulating and forwarding the information to the sink(base station) eg: Tree-based Itinerary Design [4]. Usually, such protocols either deploy value-based fusion or decision-based fusion but very few are using both at the same time. Moreover, use of multi-agent systems(MAS) in such protocols is still in its infancy. The focus of this work is thus to propose a multi-agent hybrid protocol exploiting the benefits of both value and decision fusion by performing aggregation at the source level in a clustered WSN.
30|6760996|Conference Paper|2013|Rong Su|Synthesis of control protocols for multi-agent systems with similar actions|In this paper we investigate supervisor synthesis for a multi-agent system whose components'; alphabets are bijectively similar to each other, i.e., they are “identical” under a pre-specified one-to-one relabeling scheme. We first introduce the concept of multi-agent systems with similar actions. Then we formulate a problem of control protocol synthesis, which aims to compute a supervisor template whose instantiations (via event relabeling) associated with local components form a distributed supervisor. After that, we show that protocol synthesis is always feasible for decomposable requirements, while the existence of a protocol is undecidable for an indecomposable requirement. In the former case, algorithms are presented to compute a protocol when a multi-agent system and a decomposable requirement is given, and in the latter case a conservative requirement decomposition algorithm is provided.
30|1565545|Conference Paper|2005|S.M. Al Masum|'Auto-Presentation': a multi-agent system for building automatic multi-modal presentation of a topic from World Wide Web information|The system, ';Auto-Presentation';, builds a presentation automatically by parsing, summarizing and correlating information collected from the Internet based knowledge sources after receiving the presentation topic from the user. The system, with the help of a group of character based software-agents, presents the topic verbally with accompanied slides and different gestures. The paper provides brief introduction and describes the architecture and explains different components of ';Auto-Presentation';. We describe necessary algorithms. The paper depicts some test results and evaluations.
30|6911211|Conference Paper|2014|El Hassan Et-Tolba|Demand side management in smart grid by multi-agent systems technology|In this paper, we present a new approach for demand side management in Smart Grid. The Multi Agent Systems (MAS) Technology is actually the most suitable to face its emerging challenges, such as complex management and control, self-healing with necessity of collaboration and communication to solve a local or global problem, and many other problematic aspects. Nowadays, there is no complete environment to simulate MAS. The Agent Oriented Programming is based on multithreading, while the simulation tools don';t allow it or causes their instability. Our solution consists on combining these technologies to take benefit from their advantages and strength with available features and characteristics to model and simulate smart grid as a MAS. That leads to demand side management optimization and meets the smart grid objectives and requirements.
30|1368415|Conference Paper|2004|R.C. Parks|Attacking agent-based systems|Agent-based systems add unique aspects to assessment activity and require the use of traditional tools and techniques in new or unconventional ways and the development of new, domain-customized tools. Agent-based system assessments must address the same issues as those of traditional systems: unsafe programming practices, such as failure to validate inputs or use of insecure libraries. Assessments of agent-based systems should also include &#034;system-of-systems&#034; concepts. Complex systems interact with and rely on other systems that may exist independently. A system-of-systems assessment identifies systems and their behaviors and considers ways that those behaviors can interact to harm the complex system. Attacks are then developed to cause the desired behavior. Agent-based systems are aware of and respond to their environment through adaptation and evolution. They require assessment through concepts normally reserved for humans. Just as adversaries cause humans to react in ways advantageous to the attacker, agent-based system assessors must cause agents to react. These assessments require &#034;social engineering&#034; of the agents just as simpler systems may require &#034;social engineering&#034; of users and administrators. This paper discusses the application of existing and new tools and techniques to agent system assessments including descriptions of actual and theoretical attacks.
30|9455652|Conference Paper|2021|Zewei Yang|Containment Control for Multi-agent Systems with Differentially Private Protocols|This paper studies the containment control problem for a class of discrete-time multi-agent systems with fixed topology by introducing differential privacy mechanism. Firstly, we present a private containment control algorithm such that private initial values of followers can be protected, and moreover, followers'; states can be driven into the convex hull formed by leaders'; states along with the evolution rules. Secondly, for the proposed algorithm, we carry on the mean square convergence analysis of measurement error between followers and convex combination of leaders, we also verify the differential privacy and study the upper bound of convergence accuracy. Finally, some numerical examples are simulated to verify our theoretical results.
30|8926653|Conference Paper|2019|Lucas Sakurada|Development of Agent-Based CPS for Smart Parking Systems|The increase volume of vehicles circulating in large cities and the limited space for parking are factors that motivate the adoption of systems capable of dealing with such problems. In this context, smart parking systems are suitable solutions to avoid the traffic congestion, the air pollution and the long search to find a free parking spot. The inclusion of emergent ICT technologies and artificial intelligence techniques, and particularly using multi-agent systems, combined under the scope of Cyber-Physical Systems (CPS), ensure flexibility, modularity, adaptability and the decentralization of intelligence through autonomous, cooperative and proactive entities. Such smart parking systems can be easily adapted to any type of vehicle to be parked and scalable in terms of the number of parking spots and drivers/vehicles. A fundamental issue in these agent-based CPS parking systems is the interconnection between the cyber and physical counterparts, i.e. between the software agents and the physical asset controllers to access the parking spots. This paper focuses on developing an agent-based CPS for a smart parking system and particularly addressing how the software agents are interconnected with the physical asset controllers using proper Internet of Things technologies. The proposed approach was implemented in two distinct parking systems, one for bicycles and another for cars, showing an efficient, modular, adaptable and scalable operation.
